timestamp,from_account,to_account,amount,country_from,country_to,is_international,is_suspicious
2025-11-01 00:56:00,B012,P041,334.69,NL,DE,true,false
2025-11-01 00:56:00,B003,P059,231.45,SE,NO,true,false
2025-11-01 00:57:00,P075,P052,555.75,SE,GB,true,false
2025-11-01 01:00:00,B006,P071,463.08,SE,SE,false,false
2025-11-01 01:03:00,P066,P011,1279.99,SE,CY,true,false
2025-11-01 01:04:00,B007,P031,617.59,CY,NO,true,false
2025-11-01 01:05:00,B017,P031,266.14,NL,NL,false,false
2025-11-01 01:06:00,P010,P069,335.47,DK,SE,true,false
2025-11-01 01:09:00,P025,P038,342.20,SE,CY,true,false
2025-11-01 01:10:00,P057,P070,1061.24,CY,GB,true,false
2025-11-01 01:13:00,P052,P008,263.66,SE,DE,true,false
2025-11-01 01:15:00,P034,P051,213.70,DK,NL,true,false
2025-11-01 01:16:00,P059,P037,646.05,GB,NL,true,false
2025-11-01 01:16:00,P015,P014,1118.78,SE,DK,true,false
2025-11-01 01:18:00,P078,P027,1082.07,NO,DK,true,false
2025-11-01 01:20:00,B017,P010,33.79,CY,CY,false,false
2025-11-01 01:28:00,P071,P013,94.87,GB,SE,true,false
2025-11-01 01:32:00,P063,P033,1359.90,SE,SE,false,false
2025-11-01 01:36:00,P067,P041,1403.37,NO,FI,true,false
2025-11-01 01:37:00,P062,P065,1380.69,GB,SE,true,false
2025-11-01 01:37:00,P077,P006,936.68,DE,CY,true,false
2025-11-01 01:40:00,P055,P036,85.25,FI,SE,true,false
2025-11-01 01:40:00,P034,P021,1117.02,GB,DE,true,false
2025-11-01 01:47:00,P070,P008,1127.00,SE,SE,false,false
2025-11-01 01:59:00,P045,P009,1321.32,FI,DK,true,false
2025-11-01 02:01:00,B005,P025,609.73,DK,SE,true,false
2025-11-01 02:05:00,B017,P031,1015.74,NO,NO,false,false
2025-11-01 02:08:00,P006,P040,559.68,SE,FI,true,false
2025-11-01 02:08:00,P025,P054,1004.10,DE,SE,true,false
2025-11-01 02:13:00,B008,P032,1007.06,FI,GB,true,false
2025-11-01 02:14:00,P026,P059,537.49,NO,NO,false,false
2025-11-01 02:18:00,P027,P056,1182.92,CY,FI,true,false
2025-11-01 02:21:00,P004,P015,1318.02,DK,SE,true,false
2025-11-01 02:24:00,P074,P025,396.99,DE,SE,true,false
2025-11-01 02:27:00,P009,B006,1382.74,CY,FI,true,false
2025-11-01 02:29:00,P057,B007,336.28,NL,SE,true,false
2025-11-01 02:30:00,P006,X900,17595.80,SE,CY,true,true
2025-11-01 02:31:00,P006,X900,10631.06,CY,CY,true,true
2025-11-01 02:32:00,P006,X900,15493.53,DE,CY,true,true
2025-11-01 02:33:00,P069,B008,1084.76,NO,FI,true,false
2025-11-01 02:33:00,P006,X900,10394.45,SE,CY,true,true
2025-11-01 02:34:00,P005,P048,882.11,SE,DE,true,false
2025-11-01 02:34:00,P006,X900,18282.56,SE,CY,true,true
2025-11-01 02:35:00,P006,X900,7501.46,GB,CY,true,true
2025-11-01 02:36:00,P006,X900,4803.49,NO,CY,true,true
2025-11-01 02:37:00,P034,P005,180.44,DE,FI,true,false
2025-11-01 02:39:00,P073,P039,620.99,SE,DK,true,false
2025-11-01 02:42:00,P016,B013,1352.07,GB,DK,true,false
2025-11-01 02:42:00,P053,P042,615.55,DK,GB,true,false
2025-11-01 02:42:00,P011,P037,782.87,CY,FI,true,false
2025-11-01 02:46:00,P041,P056,917.19,GB,SE,true,false
2025-11-01 02:49:00,P036,P045,969.39,DE,GB,true,false
2025-11-01 02:50:00,B010,P014,586.16,SE,NL,true,false
2025-11-01 02:51:00,P023,P053,56.68,FI,DE,true,false
2025-11-01 02:51:00,B006,B015,1219.91,DK,SE,true,false
2025-11-01 02:56:00,P053,P080,1129.23,NO,SE,true,false
2025-11-01 03:06:00,P075,P004,1394.75,CY,DE,true,false
2025-11-01 03:09:00,P030,P050,1047.05,NO,SE,true,false
2025-11-01 03:13:00,P054,P050,1359.16,CY,SE,true,false
2025-11-01 03:13:00,P059,P042,519.50,DE,DK,true,false
2025-11-01 03:14:00,P035,P056,738.75,DE,FI,true,false
2025-11-01 03:15:00,P026,P003,939.58,NO,SE,true,false
2025-11-01 03:17:00,P043,P041,1341.68,SE,SE,false,false
2025-11-01 03:17:00,P042,P032,1249.48,SE,DK,true,false
2025-11-01 03:19:00,B017,P050,1283.10,DE,GB,true,false
2025-11-01 03:25:00,B012,P026,132.47,NO,SE,true,false
2025-11-01 03:26:00,P053,P043,823.06,DE,SE,true,false
2025-11-01 03:30:00,B006,P015,854.67,NO,NL,true,false
2025-11-01 03:36:00,B005,P004,144.24,DE,SE,true,false
2025-11-01 03:39:00,P069,B020,735.58,DE,CY,true,false
2025-11-01 03:40:00,P031,P036,671.01,DK,NO,true,false
2025-11-01 03:41:00,P009,B020,1436.78,SE,SE,false,false
2025-11-01 03:42:00,P068,P072,901.27,NL,CY,true,false
2025-11-01 03:42:00,B007,Shop03,618.39,SE,NL,true,false
2025-11-01 03:42:00,P048,P009,768.82,FI,SE,true,false
2025-11-01 03:44:00,P033,B019,565.96,CY,CY,false,false
2025-11-01 03:44:00,B019,P039,1278.43,CY,SE,true,false
2025-11-01 03:45:00,P020,P056,280.68,GB,DK,true,false
2025-11-01 03:47:00,B015,P070,1203.80,NO,NL,true,false
2025-11-01 03:47:00,P070,P007,1499.86,FI,NO,true,false
2025-11-01 03:47:00,B012,P015,1171.13,SE,DK,true,false
2025-11-01 03:48:00,P032,B002,430.42,GB,NL,true,false
2025-11-01 03:48:00,P054,P033,1255.67,NL,SE,true,false
2025-11-01 03:50:00,P073,Shop01,80.78,GB,DE,true,false
2025-11-01 03:52:00,B013,P065,651.58,GB,NL,true,false
2025-11-01 03:54:00,B018,P074,582.96,SE,FI,true,false
2025-11-01 03:54:00,P054,P063,176.20,FI,NL,true,false
2025-11-01 03:55:00,P060,P024,94.42,DE,FI,true,false
2025-11-01 03:57:00,P021,B016,1295.01,NL,DK,true,false
2025-11-01 03:58:00,P017,P080,810.50,DE,CY,true,false
2025-11-01 04:00:00,P067,P025,146.71,DE,NL,true,false
2025-11-01 04:01:00,B018,B007,1235.70,CY,SE,true,false
2025-11-01 04:04:00,P021,P001,624.61,CY,NL,true,false
2025-11-01 04:04:00,B008,P030,1387.39,CY,NO,true,false
2025-11-01 04:05:00,P077,P006,1336.35,FI,CY,true,false
2025-11-01 04:06:00,P002,P074,440.82,NL,NL,false,false
2025-11-01 04:07:00,B016,P069,1427.30,SE,NO,true,false
2025-11-01 04:07:00,P072,B018,635.94,CY,CY,false,false
2025-11-01 04:09:00,P020,P073,1424.71,SE,NO,true,false
2025-11-01 04:13:00,B015,P062,429.22,CY,GB,true,false
2025-11-01 04:14:00,B020,P067,582.96,NL,DK,true,false
2025-11-01 04:16:00,B005,P011,252.44,SE,GB,true,false
2025-11-01 04:16:00,P004,P012,358.81,CY,CY,false,false
2025-11-01 04:17:00,P040,P033,361.20,NO,FI,true,false
2025-11-01 04:17:00,P006,P007,838.97,SE,NL,true,false
2025-11-01 04:18:00,P005,P030,446.40,DK,NL,true,false
2025-11-01 04:19:00,B005,P075,566.15,GB,GB,false,false
2025-11-01 04:21:00,P036,P077,1057.75,DK,GB,true,false
2025-11-01 04:21:00,P024,P007,393.67,NL,SE,true,false
2025-11-01 04:22:00,P055,B016,834.57,FI,NL,true,false
2025-11-01 04:23:00,P023,P039,40.94,GB,SE,true,false
2025-11-01 04:27:00,P015,P070,352.72,SE,DK,true,false
2025-11-01 04:35:00,B018,P031,1042.10,NL,NL,false,false
2025-11-01 04:36:00,P079,B006,580.90,SE,NL,true,false
2025-11-01 04:38:00,P037,P013,1252.29,DK,NO,true,false
2025-11-01 04:39:00,B015,P013,1422.43,NO,NO,false,false
2025-11-01 04:40:00,P075,X901,19504.88,NL,CY,true,true
2025-11-01 04:41:00,P075,X901,10533.57,FI,CY,true,true
2025-11-01 04:42:00,P075,X901,17723.73,FI,CY,true,true
2025-11-01 04:43:00,P075,X901,15098.78,DK,CY,true,true
2025-11-01 04:44:00,P052,P035,760.70,NL,NL,false,false
2025-11-01 04:44:00,P075,X901,17017.06,GB,CY,true,true
2025-11-01 04:45:00,P075,X901,11277.21,FI,CY,true,true
2025-11-01 04:47:00,P073,P037,669.95,NL,DK,true,false
2025-11-01 04:48:00,B017,P023,716.34,NL,DK,true,false
2025-11-01 04:50:00,P003,P012,455.47,DE,NO,true,false
2025-11-01 04:52:00,P009,P052,747.78,CY,SE,true,false
2025-11-01 04:52:00,P019,P010,108.26,DK,CY,true,false
2025-11-01 04:54:00,P042,P024,741.57,FI,DK,true,false
2025-11-01 04:55:00,P076,P055,471.96,CY,SE,true,false
2025-11-01 05:01:00,B001,P078,1202.98,SE,DK,true,false
2025-11-01 05:02:00,P017,P065,1448.72,FI,SE,true,false
2025-11-01 05:06:00,P050,X901,10101.83,FI,CY,true,true
2025-11-01 05:07:00,P050,X901,19883.07,DK,CY,true,true
2025-11-01 05:08:00,P037,P057,1323.65,NL,SE,true,false
2025-11-01 05:08:00,P050,X901,19647.11,DE,CY,true,true
2025-11-01 05:09:00,P050,X901,4129.57,SE,CY,true,true
2025-11-01 05:10:00,B009,P039,1357.07,SE,FI,true,false
2025-11-01 05:11:00,P011,P079,1308.84,CY,NO,true,false
2025-11-01 05:15:00,P059,P071,234.07,NO,CY,true,false
2025-11-01 05:15:00,P068,P053,857.57,SE,SE,false,false
2025-11-01 05:16:00,B006,P002,1350.38,NL,DK,true,false
2025-11-01 05:19:00,B002,P055,1041.66,NL,DK,true,false
2025-11-01 05:21:00,P065,P035,1234.41,DK,DK,false,false
2025-11-01 05:24:00,P059,P042,1307.01,NO,CY,true,false
2025-11-01 05:24:00,P030,B020,627.95,FI,NL,true,false
2025-11-01 05:26:00,P007,P025,787.29,CY,NL,true,false
2025-11-01 05:28:00,P069,P062,530.78,GB,GB,false,false
2025-11-01 05:29:00,P016,B003,1251.57,NL,DK,true,false
2025-11-01 05:30:00,P034,P044,942.42,DE,SE,true,false
2025-11-01 05:31:00,P075,P019,363.64,DK,NL,true,false
2025-11-01 05:32:00,B011,P035,634.93,NL,NL,false,false
2025-11-01 05:32:00,B016,P018,1298.76,DK,DE,true,false
2025-11-01 05:35:00,P002,P071,623.83,NO,SE,true,false
2025-11-01 05:39:00,P009,P031,954.12,DK,NO,true,false
2025-11-01 05:40:00,P057,B018,96.39,DK,GB,true,false
2025-11-01 05:40:00,B012,B018,742.16,GB,SE,true,false
2025-11-01 05:43:00,P070,P021,129.32,FI,CY,true,false
2025-11-01 05:45:00,P049,P050,1482.85,SE,NL,true,false
2025-11-01 05:46:00,P019,P053,1308.98,SE,SE,false,false
2025-11-01 05:47:00,P012,P056,1467.94,SE,NL,true,false
2025-11-01 05:50:00,P008,P038,550.53,DE,SE,true,false
2025-11-01 05:53:00,P076,P075,1498.38,NL,SE,true,false
2025-11-01 05:54:00,P043,B007,1291.83,DE,FI,true,false
2025-11-01 05:55:00,P066,P001,993.34,GB,NL,true,false
2025-11-01 05:55:00,P057,P013,798.41,NL,SE,true,false
2025-11-01 06:01:00,P080,P072,505.45,CY,NO,true,false
2025-11-01 06:04:00,P019,B017,1450.42,DE,GB,true,false
2025-11-01 06:04:00,B018,P071,326.59,NO,NO,false,false
2025-11-01 06:06:00,B008,P048,825.81,FI,SE,true,false
2025-11-01 06:07:00,P059,P048,1015.79,DK,CY,true,false
2025-11-01 06:07:00,P018,P006,1420.47,DK,NL,true,false
2025-11-01 06:07:00,P013,P031,1333.14,SE,DE,true,false
2025-11-01 06:17:00,P019,P017,819.52,SE,SE,false,false
2025-11-01 06:20:00,P003,P023,412.74,SE,DE,true,false
2025-11-01 06:21:00,B020,P019,1187.19,CY,SE,true,false
2025-11-01 06:23:00,P012,Shop02,603.97,DK,GB,true,false
2025-11-01 06:24:00,B002,P048,180.35,NO,NL,true,false
2025-11-01 06:25:00,P036,P025,1452.95,NL,SE,true,false
2025-11-01 06:29:00,P048,B006,1425.08,GB,DE,true,false
2025-11-01 06:33:00,P065,P035,1249.10,DK,NL,true,false
2025-11-01 06:33:00,P015,B016,114.07,NL,FI,true,false
2025-11-01 06:37:00,P047,B014,214.49,DK,FI,true,false
2025-11-01 06:37:00,B016,B014,248.69,DE,SE,true,false
2025-11-01 06:39:00,P033,B007,1138.25,SE,SE,false,false
2025-11-01 06:41:00,P009,B002,1239.31,DK,DE,true,false
2025-11-01 06:42:00,P028,B003,966.45,SE,SE,false,false
2025-11-01 06:42:00,P004,P017,41.99,NO,CY,true,false
2025-11-01 06:44:00,P048,P028,676.21,NO,FI,true,false
2025-11-01 06:47:00,P054,P023,317.18,GB,FI,true,false
2025-11-01 06:49:00,P030,P078,1206.86,NO,NO,false,false
2025-11-01 06:50:00,P043,P032,1483.45,CY,NO,true,false
2025-11-01 06:51:00,P038,B016,1308.19,SE,NL,true,false
2025-11-01 06:53:00,P063,P079,624.01,DK,SE,true,false
2025-11-01 06:57:00,B001,B003,78.35,NL,SE,true,false
2025-11-01 07:00:00,P024,P019,858.16,DE,SE,true,false
2025-11-01 07:03:00,P001,P027,466.10,NO,SE,true,false
2025-11-01 07:05:00,P007,P020,252.97,CY,SE,true,false
2025-11-01 07:06:00,B010,P015,1282.13,GB,NO,true,false
2025-11-01 07:09:00,B015,B002,1458.28,SE,GB,true,false
2025-11-01 07:11:00,P035,B010,1148.37,FI,FI,false,false
2025-11-01 07:13:00,P020,B005,733.64,SE,FI,true,false
2025-11-01 07:13:00,P049,P054,691.40,SE,FI,true,false
2025-11-01 07:14:00,P079,P006,1096.32,GB,DK,true,false
2025-11-01 07:14:00,P055,P072,1462.33,CY,CY,false,false
2025-11-01 07:17:00,P080,B002,886.34,FI,DE,true,false
2025-11-01 07:18:00,P077,P040,540.44,CY,GB,true,false
2025-11-01 07:18:00,P015,P052,50.87,FI,SE,true,false
2025-11-01 07:19:00,B013,P042,1169.72,CY,CY,false,false
2025-11-01 07:22:00,P056,P015,439.20,CY,NL,true,false
2025-11-01 07:23:00,P020,B008,1386.02,SE,SE,false,false
2025-11-01 07:26:00,B014,P013,482.57,FI,DK,true,false
2025-11-01 07:27:00,B008,P014,745.60,NL,SE,true,false
2025-11-01 07:27:00,P058,P030,632.44,NL,DE,true,false
2025-11-01 07:29:00,B003,P004,110.02,NL,DE,true,false
2025-11-01 07:32:00,P072,B006,1213.18,SE,DE,true,false
2025-11-01 07:33:00,B006,P040,87.22,DE,CY,true,false
2025-11-01 07:35:00,P008,P076,1435.80,GB,FI,true,false
2025-11-01 07:38:00,P068,P038,691.50,CY,DE,true,false
2025-11-01 07:38:00,P057,P054,424.29,GB,SE,true,false
2025-11-01 07:42:00,P016,P053,543.33,DE,SE,true,false
2025-11-01 07:43:00,B003,P072,58.86,DK,SE,true,false
2025-11-01 07:43:00,P011,P035,675.81,DE,NL,true,false
2025-11-01 07:47:00,P056,P023,211.19,GB,NO,true,false
2025-11-01 07:48:00,P033,P038,505.62,SE,NL,true,false
2025-11-01 07:51:00,P080,P059,1251.40,FI,SE,true,false
2025-11-01 07:53:00,P011,P012,659.18,FI,SE,true,false
2025-11-01 07:54:00,P072,P048,190.03,DK,CY,true,false
2025-11-01 07:55:00,B015,P006,665.61,NL,SE,true,false
2025-11-01 07:55:00,P041,P074,655.34,DE,DE,false,false
2025-11-01 07:57:00,P011,P042,920.28,SE,SE,false,false
2025-11-01 08:02:00,P053,P047,1021.02,NO,NL,true,false
2025-11-01 08:03:00,P048,P037,133.56,SE,CY,true,false
2025-11-01 08:10:00,P024,B009,1161.22,SE,NL,true,false
2025-11-01 08:12:00,P023,P078,246.25,SE,SE,false,false
2025-11-01 08:14:00,P043,B020,268.84,GB,SE,true,false
2025-11-01 08:14:00,P018,P020,134.20,SE,GB,true,false
2025-11-01 08:19:00,P072,P049,972.37,FI,SE,true,false
2025-11-01 08:19:00,P024,P028,525.76,NL,NO,true,false
2025-11-01 08:21:00,P011,P075,1002.15,FI,DK,true,false
2025-11-01 08:22:00,P065,P010,479.40,NL,SE,true,false
2025-11-01 08:23:00,B007,P074,1476.97,NL,DK,true,false
2025-11-01 08:24:00,P053,B020,520.78,CY,SE,true,false
2025-11-01 08:28:00,B008,P073,971.63,CY,FI,true,false
2025-11-01 08:28:00,B001,P039,1198.57,CY,SE,true,false
2025-11-01 08:28:00,P074,B004,298.59,CY,NL,true,false
2025-11-01 08:32:00,P020,P008,686.77,FI,SE,true,false
2025-11-01 08:32:00,B003,P023,77.93,NL,NL,false,false
2025-11-01 08:33:00,P066,P025,1360.77,FI,FI,false,false
2025-11-01 08:33:00,P067,P079,254.94,FI,DK,true,false
2025-11-01 08:34:00,P031,P040,1449.08,NL,NO,true,false
2025-11-01 08:35:00,B007,P050,440.54,CY,SE,true,false
2025-11-01 08:37:00,P052,P068,136.40,DK,FI,true,false
2025-11-01 08:38:00,P065,P050,704.81,GB,SE,true,false
2025-11-01 08:39:00,P037,B017,1127.83,NL,NO,true,false
2025-11-01 08:41:00,B010,B005,600.10,CY,SE,true,false
2025-11-01 08:41:00,B006,P055,772.56,SE,FI,true,false
2025-11-01 08:42:00,B010,B015,1495.80,GB,SE,true,false
2025-11-01 08:46:00,B003,P019,369.68,SE,DK,true,false
2025-11-01 08:49:00,B001,P064,706.65,CY,CY,false,false
2025-11-01 08:49:00,P070,B015,1327.85,SE,FI,true,false
2025-11-01 08:50:00,B001,B003,515.28,FI,SE,true,false
2025-11-01 08:55:00,B001,P041,243.42,SE,NL,true,false
2025-11-01 08:56:00,B019,P080,213.95,DE,SE,true,false
2025-11-01 09:01:00,P033,P028,1255.75,GB,CY,true,false
2025-11-01 09:04:00,P015,P064,903.17,SE,GB,true,false
2025-11-01 09:07:00,P007,P031,641.34,CY,NL,true,false
2025-11-01 09:07:00,P048,P056,1336.44,NL,DE,true,false
2025-11-01 09:08:00,P005,P037,1377.75,NL,SE,true,false
2025-11-01 09:10:00,P026,Shop03,914.90,DK,SE,true,false
2025-11-01 09:10:00,B009,P057,540.29,SE,FI,true,false
2025-11-01 09:14:00,P004,P041,1397.62,FI,SE,true,false
2025-11-01 09:16:00,P005,B017,977.41,DK,FI,true,false
2025-11-01 09:17:00,P011,B014,648.26,DE,CY,true,false
2025-11-01 09:18:00,P026,P006,1190.84,SE,FI,true,false
2025-11-01 09:20:00,B005,P038,473.61,CY,DE,true,false
2025-11-01 09:21:00,B003,P023,1248.97,NL,NL,false,false
2025-11-01 09:21:00,P024,P064,1044.26,FI,GB,true,false
2025-11-01 09:25:00,P065,P048,368.95,SE,FI,true,false
2025-11-01 09:28:00,P066,P019,1249.95,SE,NO,true,false
2025-11-01 09:33:00,P055,P015,1168.74,NO,DK,true,false
2025-11-01 09:33:00,P047,P009,1431.04,GB,GB,false,false
2025-11-01 09:36:00,P031,B012,232.49,DE,SE,true,false
2025-11-01 09:39:00,P046,P031,864.58,SE,SE,false,false
2025-11-01 09:39:00,P056,P036,966.41,SE,SE,false,false
2025-11-01 09:40:00,P050,P048,395.40,SE,FI,true,false
2025-11-01 09:40:00,P024,P018,113.39,NL,SE,true,false
2025-11-01 09:41:00,P062,P048,840.72,SE,GB,true,false
2025-11-01 09:47:00,B017,P043,217.45,FI,GB,true,false
2025-11-01 09:48:00,B011,P061,683.93,SE,SE,false,false
2025-11-01 09:50:00,P065,P071,50.09,NL,SE,true,false
2025-11-01 09:50:00,P009,P045,376.87,SE,CY,true,false
2025-11-01 09:52:00,P058,P045,1397.10,DE,SE,true,false
2025-11-01 09:52:00,P024,P070,454.77,SE,SE,false,false
2025-11-01 09:54:00,P016,P037,144.14,SE,DK,true,false
2025-11-01 09:55:00,B020,P007,1301.38,FI,DK,true,false
2025-11-01 09:59:00,P040,P066,609.37,GB,NL,true,false
2025-11-01 10:01:00,B015,P024,758.59,DE,GB,true,false
2025-11-01 10:02:00,P004,P011,87.28,CY,DK,true,false
2025-11-01 10:04:00,P031,B020,974.84,FI,DE,true,false
2025-11-01 10:07:00,P034,B020,405.23,NL,NO,true,false
2025-11-01 10:07:00,P018,P010,689.02,NL,SE,true,false
2025-11-01 10:08:00,B001,P039,929.35,SE,GB,true,false
2025-11-01 10:09:00,P013,P007,449.51,DE,CY,true,false
2025-11-01 10:10:00,P042,B011,353.70,GB,DK,true,false
2025-11-01 10:10:00,P057,P054,736.69,NO,FI,true,false
2025-11-01 10:12:00,B018,P021,757.43,GB,NL,true,false
2025-11-01 10:15:00,B008,P052,460.20,SE,SE,false,false
2025-11-01 10:19:00,P051,B012,1083.93,GB,DE,true,false
2025-11-01 10:20:00,P031,P060,201.33,NL,NO,true,false
2025-11-01 10:23:00,P057,B018,133.79,SE,GB,true,false
2025-11-01 10:23:00,P051,P041,981.35,NO,SE,true,false
2025-11-01 10:25:00,P017,B018,568.40,GB,SE,true,false
2025-11-01 10:26:00,P032,P021,1223.95,CY,FI,true,false
2025-11-01 10:28:00,P060,B008,785.69,SE,GB,true,false
2025-11-01 10:29:00,P071,P017,925.68,SE,SE,false,false
2025-11-01 10:31:00,B001,P070,448.71,DK,NL,true,false
2025-11-01 10:32:00,P029,P016,1478.00,SE,NO,true,false
2025-11-01 10:32:00,P008,P016,786.79,DK,SE,true,false
2025-11-01 10:34:00,P038,P039,1280.02,SE,FI,true,false
2025-11-01 10:36:00,P005,P078,247.09,NL,FI,true,false
2025-11-01 10:38:00,P019,P041,1295.00,FI,FI,false,false
2025-11-01 10:39:00,P037,B009,1376.39,NL,NO,true,false
2025-11-01 10:40:00,P076,P024,1156.32,SE,DE,true,false
2025-11-01 10:41:00,P022,P076,1413.58,SE,SE,false,false
2025-11-01 10:41:00,P027,B019,866.76,CY,SE,true,false
2025-11-01 10:42:00,P080,B013,1354.96,FI,CY,true,false
2025-11-01 10:49:00,P053,P074,129.15,FI,SE,true,false
2025-11-01 10:50:00,P064,P004,554.13,CY,FI,true,false
2025-11-01 10:51:00,B016,B007,256.78,SE,SE,false,false
2025-11-01 10:51:00,B008,P041,1008.40,SE,GB,true,false
2025-11-01 10:54:00,P078,B007,1176.34,SE,SE,false,false
2025-11-01 10:54:00,P011,P033,310.53,GB,DK,true,false
2025-11-01 11:05:00,P051,P065,696.70,NO,NO,false,false
2025-11-01 11:07:00,P017,P013,602.98,FI,GB,true,false
2025-11-01 11:09:00,P041,X901,15048.00,DE,CY,true,true
2025-11-01 11:10:00,P041,X901,17965.08,SE,CY,true,true
2025-11-01 11:11:00,P041,X901,12298.93,GB,CY,true,true
2025-11-01 11:12:00,P041,X901,19969.97,NL,CY,true,true
2025-11-01 11:13:00,P041,X901,9020.04,SE,CY,true,true
2025-11-01 11:14:00,B013,P007,883.61,SE,GB,true,false
2025-11-01 11:14:00,P041,X901,18593.99,FI,CY,true,true
2025-11-01 11:16:00,B004,Shop01,1458.64,CY,CY,false,false
2025-11-01 11:20:00,P079,P041,260.50,CY,DK,true,false
2025-11-01 11:21:00,B007,P015,1470.25,CY,DK,true,false
2025-11-01 11:23:00,B017,P019,314.61,GB,DE,true,false
2025-11-01 11:32:00,P058,B018,833.79,CY,CY,false,false
2025-11-01 11:32:00,P006,P005,222.81,FI,NL,true,false
2025-11-01 11:33:00,P059,P020,917.27,GB,SE,true,false
2025-11-01 11:35:00,P025,P047,838.77,SE,DE,true,false
2025-11-01 11:37:00,P046,P007,94.80,NL,CY,true,false
2025-11-01 11:37:00,P044,P065,1245.87,GB,NL,true,false
2025-11-01 11:40:00,B013,P080,1166.42,DE,SE,true,false
2025-11-01 11:45:00,P073,P039,722.84,SE,FI,true,false
2025-11-01 11:48:00,P052,P047,86.96,SE,CY,true,false
2025-11-01 11:50:00,B013,B009,951.31,CY,NL,true,false
2025-11-01 11:52:00,B008,P032,66.72,SE,NO,true,false
2025-11-01 11:54:00,P014,P056,218.22,DK,FI,true,false
2025-11-01 11:56:00,B004,B007,716.47,GB,SE,true,false
2025-11-01 12:05:00,P052,B006,161.17,SE,NL,true,false
2025-11-01 12:06:00,P079,B015,888.51,NO,SE,true,false
2025-11-01 12:07:00,P008,P071,1356.27,NO,CY,true,false
2025-11-01 12:07:00,B008,P027,1081.04,NL,SE,true,false
2025-11-01 12:11:00,B016,P038,1317.58,SE,DK,true,false
2025-11-01 12:12:00,P069,P035,1400.88,DK,SE,true,false
2025-11-01 12:16:00,B004,P047,1045.30,SE,SE,false,false
2025-11-01 12:17:00,P072,P039,352.80,DK,DK,false,false
2025-11-01 12:20:00,P032,P001,405.96,NO,NL,true,false
2025-11-01 12:22:00,P072,Shop02,1088.06,DK,SE,true,false
2025-11-01 12:23:00,P054,B010,832.87,NL,GB,true,false
2025-11-01 12:26:00,P043,B012,719.16,SE,SE,false,false
2025-11-01 12:26:00,P023,P005,1495.81,DE,NL,true,false
2025-11-01 12:29:00,B003,P070,795.99,SE,GB,true,false
2025-11-01 12:29:00,P035,P025,1217.04,FI,SE,true,false
